시설명,카테고리,시도 명칭,위도,경도,전화번호,홈페이지,휴무일,운영시간,장애인용 출입문,장애인 화장실 유무,장애인 전용 주차장 여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부
화성히어로즈베이스볼파크,레저/체육/공원,경기도,37.26629478,126.843616,,정보없음,정보없음,정보없음,Y,N,Y,Y,N
화성히어로즈베이스볼파크,레저/체육/공원,경기도,37.26487768,126.84448,031-369-3983,정보없음,정보없음,정보없음,N,N,Y,N,N
화성GB야구장,레저/체육/공원,경기도,37.10133655,126.927104,,정보없음,정보없음,정보없음,N,N,N,Y,N
화성GC,레저/체육/공원,경기도,37.22474992,126.835008,031-369-8900,www.hwaseonggc.com/,"매주 토요일, 일요일, 공휴일",정보없음,Y,N,N,N,N
화순고인돌공원,문화관광/명소,전라남도,34.97299455,126.932018,,정보없음,정보없음,정보없음,N,N,N,N,N
화순공설운동장,레저/체육/공원,전라남도,35.05012408,126.968613,061-379-3517,정보없음,연중무휴,매일 05:00-23:00,N,N,Y,N,N
화순광업소운동장,레저/체육/공원,전라남도,35.03534173,127.056599,,정보없음,정보없음,정보없음,N,N,N,N,N
화순군립석봉미술관,전시/공연,전라남도,35.0733094,126.987523,061-379-3835,sbart.or.kr/,"매주 월요일, 공휴일","3월-10월 10:00-18:00, 11월-2월 10:00-17:00",N,N,Y,N,N
화순금모래해수욕장,문화관광/명소,제주특별자치도,33.23860989,126.334858,,정보없음,정보없음,정보없음,N,N,N,N,N
화순세계거석테마파크,문화관광/명소,전라남도,34.98766247,126.91554,,정보없음,정보없음,정보없음,N,N,N,N,N
화순아쿠아나,레저/체육/공원,전라남도,35.16346755,127.083844,061-370-5070,www.kumhoresort.co.kr/,정보없음,정보없음,N,N,N,N,N
화순엘리체CC,레저/체육/공원,전라남도,34.957045,126.916126,1660-2088,www.elichecc.co.kr/,정보없음,정보없음,N,N,N,N,N
화순예술인촌,전시/공연,전라남도,35.01288233,126.952236,061-379-5890,hsartistvil.or.kr/,매주 월요일,10:00-17:00,N,N,N,N,N
화순한천농악전수교육관,전시/공연,전라남도,35.05959064,127.129971,061-370-1225,정보없음,정보없음,정보없음,N,N,N,N,N
화순CC,레저/체육/공원,전라남도,34.97693042,126.899376,061-373-9955,www.hwasuncc.co.kr/,정보없음,정보없음,N,N,N,N,N
화순PGA골프장,레저/체육/공원,전라남도,35.04964342,127.022181,061-371-1110,www.pgakorea.com/,매월 4째주 월요일,"3월-11월 평일 07:00-22:00 주말 07:00-21:00, 12월-2월 평일 08:00-21:00 주말 08:00-20:00",N,N,Y,N,N
화악산개울건너펜션,문화관광/명소,경기도,37.93811911,127.539239,,정보없음,정보없음,입실 15:00 퇴실 12:00,N,N,N,N,N
화암동굴,문화관광/명소,강원도,37.35055716,128.795832,033-560-3410,정보없음,정보없음,09:00-18:00 도보입장마감 16:30 / 모노레일 탑승마감 17:00,N,Y,Y,Y,N
화암약수,문화관광/명소,강원도,37.32980717,128.785679,,정보없음,정보없음,정보없음,N,N,N,Y,N
화암추,문화관광/명소,울산광역시,35.47640247,129.408532,,정보없음,정보없음,정보없음,N,N,N,N,N
화야산유원지,문화관광/명소,경기도,37.67454989,127.410828,,정보없음,정보없음,정보없음,N,N,N,N,N
화왕산군립공원,레저/체육/공원,경상남도,35.5448097,128.528225,055-530-1665,www.cfmc.kr/sub.html?code=03_01&Radd=03_01,연중무휴,00:00-24:00,N,Y,Y,Y,N
화왕산성,문화관광/명소,경상남도,35.54457445,128.534699,042-481-4844,https://tinyurl.com/2p9xe2zz,연중무휴,00:00-24:00,N,N,N,Y,N
화왕산자연휴양림,문화관광/명소,경상남도,35.54693079,128.567314,055-533-2332,hwawang.foresttrip.go.kr/,정보없음,12:00-익일 12:00,N,N,N,Y,N
화원유원지,문화관광/명소,대구광역시,35.81133773,128.479621,,정보없음,정보없음,정보없음,N,N,N,Y,N
화원자연휴양림,문화관광/명소,대구광역시,35.77179173,128.536739,,정보없음,정보없음,정보없음,Y,N,N,Y,N
화이트블럭천안창작촌,전시/공연,충청남도,36.67749905,127.05722,041-414-4464,whiteblock.org,연중무휴,10:00-18:00,Y,N,N,Y,N
화인베이스볼파크,레저/체육/공원,경기도,38.01205858,126.891371,,www.gameone.kr/league/?lig_idx=407,정보없음,정보없음,N,N,N,N,N
화인산림욕장,문화관광/명소,충청북도,36.38237924,127.668312,0507-1318-0308,fineforest.modoo.at/,연중무휴,00:00-24:00,Y,N,N,Y,N
화장실박물관,전시/공연,경기도,37.31922693,126.978044,031-271-9777,정보없음,매주 월요일,10:00-18:00,Y,Y,Y,N,Y
화전드림풋살경기장,레저/체육/공원,경기도,37.61229745,126.864719,0507-1405-4584,cafe.naver.com/kbs4584,연중무휴,"평일 14:00-02:00,주말 00:00-24:00",N,N,N,N,N
화전분재예술원,전시/공연,경기도,37.60016431,126.876752,02-3158-5678,정보없음,매주 화요일,11:30-21:00,Y,N,N,Y,N
화정공원,문화관광/명소,경상남도,35.26173611,128.866238,,정보없음,정보없음,정보없음,N,N,N,N,N
화정박물관,전시/공연,서울특별시,37.60454485,126.966082,02-2075-0114,www.hjmuseum.or.kr//,"매주 월요일, 공휴일",화요일-일요일10:00-18:00 (입장마감 17:00),Y,Y,N,Y,Y
화조원,문화관광/명소,제주특별자치도,33.41130805,126.372005,,정보없음,정보없음,정보없음,Y,N,N,N,N
화지청소년문화회관,전시/공연,부산광역시,35.17523505,129.061938,,정보없음,정보없음,정보없음,Y,N,N,N,N
화진관광,문화관광/명소,경상북도,36.2507096,129.371016,,정보없음,정보없음,정보없음,N,N,N,N,N
화진미술관,전시/공연,경상남도,35.2044476,128.570633,055-244-4254,정보없음,정보없음,정보없음,Y,N,N,N,N
화진포생태박물관,전시/공연,강원도,38.47218738,128.443621,033-681-8311,www.gwgs.go.kr/prog/tursmCn/tour/sub02_01/view.do?cntno=53,연중무휴,09:00-18:00(동절기: 09:00-17:30),Y,Y,Y,Y,N
화진포역사안보전시관,전시/공연,강원도,38.47099371,128.436274,033-680-3677,korean.visitkorea.or.kr/,연중무휴,"하절기 09:00-17:00, 동절기 09:00-16:30",Y,Y,Y,Y,N
화진포해수욕장,문화관광/명소,강원도,38.46362424,128.443806,033-680-3356,www.gwgs.go.kr/prog/tursmCn/tour/sub02_02/view.do?cntno=85,정보없음,정보없음,Y,Y,Y,Y,N
화진포해양박물관,전시/공연,강원도,38.48138177,128.435698,033-680-3674,www.gwgs.go.kr/prog/tursmCn/tour/sub02_05/view.do?cntno=54,연중무휴,"매표시간 : 09:00-17:20(동절기: 09:00-17:00),관람시간 : 09:00-18:00(동절기: 09:00-17:30), 연중무휴",Y,Y,Y,Y,N
화진해수욕장,문화관광/명소,경상북도,36.26819395,129.361032,054-262-5437,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
화천공설운동장,레저/체육/공원,강원도,38.0962874,127.701662,033-440-4551,정보없음,정보없음,정보없음,Y,N,Y,Y,N
화천문화원,전시/공연,강원도,38.10871906,127.704763,033-442-2507,www.hcmunhwa.or.kr/,"매주 토요일, 일요일, 공휴일",09:00-18:00.,Y,Y,Y,Y,Y
화천민속박물관,전시/공연,강원도,38.09782649,127.704089,033-440-2549,www.hcmuseum.kr/,매주 월요일,"09:00-17:30, 30분 전 입장 마감",Y,Y,Y,Y,Y
화천보트장,레저/체육/공원,강원도,38.1007316,127.697064,,정보없음,정보없음,정보없음,N,N,N,N,N
화천산천어축제산천어공방,전시/공연,강원도,38.10496763,127.70601,033-441-7573,www.narafestival.com/01_icenara/,정보없음,"축제기간 중 상설운영, 주중 : 09:00-17:00, 주말 : 09:00-18:00",N,N,N,N,N
화천생태영상센터,전시/공연,강원도,38.09096987,127.698149,033-441-2050,korean.visitkorea.or.kr/,매주 월요일,09:00-18:00,Y,Y,Y,Y,N
화천파로호100리산소길,문화관광/명소,강원도,38.07269165,127.682788,033-440-2575,정보없음,정보없음,정보없음,N,N,N,Y,N
화천향토문화연구소,전시/공연,강원도,38.11740511,127.689142,033-442-1675,www.hcmunhwa.or.kr/bbs/board.php?bo_table=sub8_1,정보없음,정보없음,N,N,N,N,N
화촌공설운동장,레저/체육/공원,강원도,37.74681497,127.960405,033-430-4422,www.hongcheon.go.kr/reserv/selectRsvctmList.do?key=1246,정보없음,"3월-11월, 09:00-18:00",Y,Y,N,N,N
화폐박물관,전시/공연,경기도,37.79080491,126.697314,031-949-6592,cafe.naver.com/currencymuseum/52,정보없음,"평일 11:00-17:00 화-금,주말 11:00-18:00,공휴일 11:00-18:00",Y,N,Y,Y,N
화폐박물관,전시/공연,대전광역시,36.37847117,127.370534,042-870-1200,museum.komsco.com,"매주 월요일, 공휴일",10:00-17:00,Y,Y,Y,Y,Y
화포천농촌체험마을,문화관광/명소,경상남도,35.3144691,128.758228,,정보없음,정보없음,정보없음,N,N,N,N,N
화포해수욕장,문화관광/명소,전라남도,34.85291616,127.486815,061-749-3107,정보없음,정보없음,정보없음,N,N,N,Y,N
화학루,문화관광/명소,경상북도,35.64463537,128.708441,,정보없음,정보없음,정보없음,N,N,N,N,N
환경보전협회,문화관광/명소,경기도,37.48993059,127.396754,02-3407-1500,www.epa.or.kr/main.jsp,정보없음,정보없음,N,N,N,N,N
환경안전체험관,전시/공연,경기도,37.02550442,127.177472,,정보없음,정보없음,정보없음,N,N,N,N,N
환경재생조형박물관,전시/공연,경기도,37.48362417,127.483407,031-772-7978,정보없음,정보없음,매일10:00-15:00,N,N,N,N,N
환경재활용창작품연구회,전시/공연,서울특별시,37.53707416,126.828182,02-2698-3829,정보없음,연중무휴,10:00-18:00,N,N,N,Y,N
환경전시관,전시/공연,전라남도,34.75422056,127.701052,061-659-4811,yslib.yeosu.go.kr/front/,"매월 첫번째 목요일, 공휴일","학습실 (주중)07:30-22:00 (주말)07:30-22:00,자료실 (주중)09:00-18:00 (주말)09:00-17:00",N,N,Y,N,N
환경체험관,전시/공연,경기도,37.63014618,127.345393,031-560-1577,www.ncuc.or.kr/main/1374,매주 월요일,10:00-17:00,Y,Y,Y,Y,Y
환기미술관,전시/공연,서울특별시,37.59408777,126.966114,02-391-7701,whankimuseum.org,"매주 월요일, 공휴일",10:00-18:00,Y,N,N,Y,N
환상선눈꽃열차,문화관광/명소,경상북도,36.99271521,129.084932,1666-6929,정보없음,연중무휴,상시개방,Y,Y,N,Y,Y
환호해맞이공원,레저/체육/공원,경상북도,36.06771584,129.393047,054-270-5178,www4.pohang.go.kr/pohang/7216/subview.do,연중무휴,00:00-24:00,Y,Y,Y,Y,Y
환희컵박물관환타피아엠,전시/공연,강원도,37.7744783,128.943098,0507-1405-3413,www.cupmuseum.org/xIndex.php?xch=00001&xid=info4,매주 월요일,"화-일 하절기 09:30-18:00,동절기 09:30-17:00",Y,N,Y,N,Y
활성유원지,문화관광/명소,경상남도,35.49714064,128.783322,,정보없음,정보없음,정보없음,Y,N,N,Y,N
활주로7080공연장,전시/공연,경기도,37.66349022,126.767466,031-915-6458,정보없음,정보없음,정보없음,N,N,N,N,N
활판인쇄박물관,전시/공연,경기도,37.70848115,126.686793,0507-1305-9151,www.letterpressmuseum.co.kr/,공휴일,오전 9시-오후6시,Y,N,Y,Y,N
황금박쥐생태전시관,전시/공연,전라남도,35.05571942,126.516141,061-320-2203,www.hampyeong.go.kr/expopark/contentsView.do?pageId=expopark29,연중무휴,관람시간 09:00-18:00,N,N,N,N,N
황금식물원,문화관광/명소,대구광역시,35.82905292,128.615372,053-763-4479,정보없음,연중무휴,매일06:00-18:30,N,N,N,N,N
황금은어생태학습장,문화관광/명소,경상북도,36.43750716,129.33524,,정보없음,정보없음,정보없음,N,N,Y,N,N
황금풋살클럽,레저/체육/공원,전라남도,34.97269433,127.591131,061-762-5533,정보없음,정보없음,매일 05:00-01:00,N,N,N,N,N
황령산레포츠공원,레저/체육/공원,부산광역시,35.15702922,129.075383,051-605-4128,localmap.co.kr,매주 월요일,오전07:00-오후22:00 (주말:07:00-22:00),Y,Y,Y,Y,Y
황룡사지황룡사역사문화관,전시/공연,경상북도,35.83825136,129.230698,054-777-6862,www.gyeongju.go.kr/tour/page.do?cmd=2&mnu_uid=2292&area_uid=55,공휴일,"11월-3월 09:00-18:00,4월-10월(평일) 09:00-18:00,4월-10월(토, 일, 공휴일) 09:00-19:00",Y,N,N,N,Y
황매산군립공원,레저/체육/공원,경상남도,35.48185021,128.00375,055-930-4758,www.hwangmaesan.kr/,연중무휴,24시 개방,N,N,N,Y,N
황병산사냥놀이보존회,전시/공연,강원도,37.70734338,128.687851,033-335-4852,www.hunting700.kr/home/,정보없음,정보없음,Y,Y,Y,Y,Y
황새울기념관,전시/공연,경기도,36.94679572,127.089266,031-655-3179,정보없음,정보없음,평일 9시-5시,Y,Y,Y,Y,N
황성금리해수욕장,문화관광/명소,전라남도,34.55916334,126.055611,061-271-7002,정보없음,정보없음,정보없음,N,N,N,N,N
황소유원지,문화관광/명소,강원도,37.93889793,128.30186,033-460-2170,정보없음,연중무휴,상시개방,N,N,N,Y,N
황순원문학촌소나기마을,전시/공연,경기도,37.59350062,127.376811,031-773-2299,https://tinyurl.com/ycx7xtvf,매주 월요일,09:30-18:00,Y,Y,Y,N,N
황순원문학촌소나기마을황순원문학관,전시/공연,경기도,37.59491956,127.377887,031-773-2299,https://tinyurl.com/4t5cyjxu,"매주 월요일, 공휴일","하절기(3월-10월): 09:30-18:00,동절기(11월-2월) : 09:30-17:00",Y,Y,Y,Y,N
황악예술체험촌,전시/공연,경상북도,36.16313074,128.014617,054-430-2194,baegsu.gc.go.kr/hwangak/main.do,"매주 월요일, 공휴일",09:00-18:00,Y,Y,Y,Y,Y
황어장터3.1만세운동기념관,전시/공연,인천광역시,37.57901285,126.735391,032-430-7948,www.gyeyang.go.kr/open_content/tour/culture/hwangeo/hwangeo.jsp,"매주 월요일, 공휴일","화-일,09:00-18:00",Y,Y,Y,Y,N
황영조기념관,전시/공연,강원도,37.30726311,129.294731,033-576-0009,www.samcheok.go.kr/tour/01456/01465/02227.web,정보없음,09:00-18:00,N,N,N,Y,N
황영조생가,전시/공연,강원도,37.30855226,129.293387,033-576-0009,정보없음,연중무휴,09:00-18:00,N,N,N,N,N
황우치해변,문화관광/명소,제주특별자치도,33.23169414,126.306514,,정보없음,정보없음,정보없음,N,N,N,Y,N
황운재,문화관광/명소,경상북도,35.7356555,128.846637,,정보없음,정보없음,정보없음,N,N,N,N,N
황재원골프아카데미골프피팅,레저/체육/공원,경상북도,35.82715459,128.717963,053-818-2253,정보없음,매주 일요일,매일 10:00-22:00,N,N,Y,N,N
황토구들마을한국전통구들문화전시관,전시/공연,강원도,37.57480685,128.402391,033-334-7442,htgdv.modoo.at/,정보없음,매일 09:00-18:00,N,N,N,N,N
황토마을,문화관광/명소,전라북도,35.66060471,126.667713,,정보없음,정보없음,정보없음,N,N,N,N,N
황토마을농촌체험관,문화관광/명소,전라북도,35.85998486,126.973803,,정보없음,정보없음,정보없음,N,N,N,N,N
황토메주체험장,문화관광/명소,전라남도,34.98114828,126.594693,,정보없음,정보없음,정보없음,N,N,N,N,N
황토와들꽃세상,문화관광/명소,전라남도,35.16354501,126.544975,,www.htflower.com/,정보없음,정보없음,N,N,N,N,N
황포돛대,문화관광/명소,부산광역시,35.10956602,128.9491,,정보없음,정보없음,정보없음,Y,N,N,Y,N
황포해수욕장,문화관광/명소,경상남도,35.02496073,128.694266,055-639-6743,정보없음,연중무휴,상시개방,Y,Y,N,Y,Y
황학산수목원,문화관광/명소,경기도,37.27875343,127.647036,031-887-2742,www.yeoju.go.kr/main/hhsan,"매주 월요일, 공휴일","하절기(3월-10월) 09:00-18:00,동절기(11월-2월) 09:00-17:00",Y,Y,Y,Y,Y
황학정국궁전시관,전시/공연,서울특별시,37.57791836,126.963946,02-722-1600,www.jfac.or.kr/,매주 월요일,매일 10:00-17:00,Y,N,N,N,N
황해국제의학비엔날레YMBS,전시/공연,경기도,37.66893348,126.745803,,정보없음,정보없음,정보없음,N,N,N,N,N
황화산성,문화관광/명소,충청남도,36.18767107,127.077558,,정보없음,정보없음,정보없음,N,N,N,Y,N
회동마을관리휴양지,문화관광/명소,강원도,37.41218839,128.583933,1544-9053,정보없음,정보없음,정보없음,N,N,N,Y,N
회룡포전망대,문화관광/명소,경상북도,36.57819338,128.315403,,정보없음,정보없음,정보없음,N,N,N,Y,N
회안대군묘,문화관광/명소,전라북도,35.83902781,127.186825,,정보없음,정보없음,정보없음,N,N,N,Y,N
회암사지 제 2 교육동 도자체험관,전시/공연,경기도,37.8440038,127.106031,,정보없음,연중무휴,09:00-18:00,Y,Y,N,Y,Y
회암사지전망대,문화관광/명소,경기도,37.84576174,127.105834,,정보없음,정보없음,정보없음,N,N,N,N,N
회양관광지,문화관광/명소,경상남도,35.52435448,128.016664,,정보없음,정보없음,정보없음,N,N,N,N,N
회영원,전시/공연,경기도,37.78728382,126.699266,,정보없음,정보없음,정보없음,N,N,N,Y,N
회천관광타운,문화관광/명소,제주특별자치도,33.47441968,126.63602,,정보없음,정보없음,정보없음,N,N,N,N,N
회천생태공원야구장,레저/체육/공원,전라남도,34.66262715,127.070705,061-850-5967,정보없음,정보없음,"3월-10월 08:00-19:00, 11월-2월 09:00-18:00",N,N,N,N,N
회현동소극장,전시/공연,경상남도,35.23276701,128.874444,055-339-9110,정보없음,연중무휴,10:00-18:00,N,N,N,Y,N
횡성댐물문화관,문화관광/명소,강원도,37.54558213,128.032916,033-340-0255,정보없음,매주 월요일,매일 10:00-17:00,Y,Y,N,Y,N
횡성독도역사문화관,전시/공연,강원도,37.45024622,128.074958,,정보없음,정보없음,정보없음,N,N,N,N,N
횡성문화원,전시/공연,강원도,37.49141448,127.978479,033-343-2271,www.hs-culture.or.kr/,정보없음,정보없음,Y,N,Y,Y,Y
횡성자연휴양림,문화관광/명소,강원도,37.53904383,128.111852,033-344-3391,https://tinyurl.com/25377tmf,정보없음,[숙박시설] 당일 15:00-익일 11:00,N,N,N,N,N
횡성종합운동장,레저/체육/공원,강원도,37.49810129,127.987166,033-340-5957,https://tinyurl.com/3wjuehdc,정보없음,"하계 (3월-10월) 05:00-12:00, 동계 (11월-2월) 06:00-22:00",Y,N,Y,Y,N
횡성종합운동장횡성다목적경기장,레저/체육/공원,강원도,37.49810129,127.987166,033-340-5964,정보없음,정보없음,"하계 (3월-10월) 05:00-12:00, 동계 (11월-2월) 06:00-22:00",Y,N,Y,Y,N
횡성한우체험관,전시/공연,강원도,37.49183706,127.978029,033-340-5885,hshanwoo.co.kr/main,"매주 월요일, 공휴일",매일 9시-18시,Y,Y,Y,N,Y
효남문화자료전시관,전시/공연,광주광역시,35.20175126,126.898673,062-575-8883,bukgu.gwangju.kr/namdofood/,매주 월요일,화-일 09:00-18:00,N,N,N,N,N
효명아트홀,전시/공연,서울특별시,37.46841605,126.887662,02-880-0680,정보없음,정보없음,정보없음,Y,N,Y,Y,Y
효문운동장,레저/체육/공원,울산광역시,35.58727518,129.373276,052-255-5546,https://tinyurl.com/mrxh6ypc,공휴일,"하절기(3-10월) 6시-22시,동절기(11-2월) 7시-21시",Y,Y,Y,Y,N
효석달빛언덕,전시/공연,강원도,37.61224323,128.366472,033-336-8841,www.hyoseok.net/,"매주 월요일, 공휴일","성수기(5월-9월): 오전 9시-오후 6시 30분,비수기(10월-4월): 오전 9시-오후 5시 30분",Y,Y,Y,Y,Y
효자각,문화관광/명소,경상북도,35.7130943,128.570656,,정보없음,정보없음,정보없음,N,N,N,N,N
효자각,문화관광/명소,경상북도,35.65477079,128.874145,,정보없음,정보없음,정보없음,N,N,N,Y,N
효자각,문화관광/명소,경상북도,35.65272973,128.841177,,정보없음,정보없음,정보없음,N,N,N,N,N
효자문화의집,전시/공연,전라북도,35.80658573,127.110324,063-228-9074,hyoja3.jeonju.go.kr/,"매주 토요일, 일요일, 공휴일",09:00-18:00,N,N,Y,Y,N
효자아트홀,전시/공연,경상북도,36.01255837,129.330374,054-221-9755,https://tinyurl.com/myrvnt7f,정보없음,정보없음,N,N,N,N,N
효자정재수기념관,전시/공연,경상북도,36.41640176,127.922882,054-535-0575,www.sangju.go.kr/tour/page/4011/2810.tc?protocol=http,매주 월요일,09:00-18:00,Y,Y,N,Y,Y
효자추모관효자수목원,문화관광/명소,전라북도,35.82467256,127.084326,063-227-6811,hyojas.com/,연중무휴,09:00-17:00,N,N,Y,N,N
효정유스센터,전시/공연,서울특별시,37.54604104,126.967773,02-718-3520,정보없음,정보없음,정보없음,N,N,N,Y,N
효진파크,레저/체육/공원,대구광역시,35.74301516,128.50314,,www.hjpark.co.kr/,정보없음,정보없음,Y,N,N,Y,N
효창공원백범김구기념관,전시/공연,서울특별시,37.54427794,126.959253,02-799-3400,www.kimkoomuseum.org/,매주 월요일,10:00-18:00,Y,Y,Y,Y,Y
효창공원효창운동장,레저/체육/공원,서울특별시,37.54404088,126.961645,02-713-1410,stadium.seoul.go.kr/about/hcgr,연중무휴,"평일: 08:00-22:00, 주말: 08:00-22:00, 공휴일: 08:00-22:00",Y,Y,Y,Y,Y
효천아트센터,전시/공연,서울특별시,37.58997176,126.998282,02-3676-2352,정보없음,"매주 토요일, 일요일, 공휴일",09:00-18:00,N,N,Y,Y,N
후곡약수터,문화관광/명소,강원도,38.16852037,128.057581,033-480-7204,정보없음,정보없음,정보없음,N,N,N,Y,N
후암스테이지,전시/공연,서울특별시,37.5820588,127.000418,0505-894-0202,정보없음,정보없음,정보없음,Y,Y,N,Y,Y
후암스튜디오,전시/공연,서울특별시,37.5820588,127.000418,02-747-9139,정보없음,매주 월요일,공연마다 상이,Y,Y,N,Y,Y
후암시어터,전시/공연,서울특별시,37.5820588,127.000418,02-747-2232,정보없음,정보없음,정보없음,Y,Y,N,Y,Y
후용예술센터,전시/공연,강원도,37.27398323,127.802248,0507-1344-0656,www.hooyongartscentre.com/main.php,정보없음,정보없음,N,N,N,Y,N
후원,문화관광/명소,서울특별시,37.57886973,126.98971,,정보없음,연중무휴,09:00-21:00,Y,Y,Y,Y,Y
후정해수욕장,문화관광/명소,경상북도,37.05778659,129.405095,054-785-6393,정보없음,정보없음,정보없음,Y,Y,Y,Y,Y
후평산업단지복합문화센터(2023년6월예정),전시/공연,강원도,37.88961718,127.74729,,정보없음,정보없음,정보없음,N,N,N,N,N
후평숲유원지,문화관광/명소,충청북도,36.65850932,127.757293,,정보없음,정보없음,정보없음,N,N,N,Y,N
후포요트경기장,레저/체육/공원,경상북도,36.67935565,129.451586,054-251-1615,정보없음,정보없음,정보없음,N,N,N,N,N
후포해변,문화관광/명소,제주특별자치도,33.9626839,126.294697,,정보없음,정보없음,정보없음,Y,Y,Y,Y,N
후포해수욕장,문화관광/명소,경상북도,36.68783672,129.427765,054-789-6851,정보없음,정보없음,정보없음,Y,Y,N,Y,Y
후후랜드,문화관광/명소,충청남도,36.14964497,127.573089,,정보없음,정보없음,정보없음,N,N,N,N,N
훈데르트바서파크,문화관광/명소,제주특별자치도,33.49315827,126.955738,064-766-6000,정보없음,정보없음,정보없음,Y,Y,Y,N,N
훈민정음마당,전시/공연,충청북도,36.51728281,127.814446,043-540-4442,www.tourboeun.go.kr/prog/tursmCn/tour/sub01_01/view.do?cntno=104,정보없음,정보없음,Y,N,N,Y,N
휘닉스스노경기장,레저/체육/공원,강원도,37.58246341,128.326868,1577-0069,https://tinyurl.com/bdddtnzt,정보없음,정보없음,N,N,N,N,N
휘닉스제주섭지코지,전시/공연,제주특별자치도,33.42604238,126.926443,02-1577-0069,phoenixhnr.co.kr/page,연중무휴,정보없음,N,N,N,N,N
휘닉스제주섭지코지유민미술관,전시/공연,제주특별자치도,33.42604238,126.926443,064-731-7791,phoenixhnr.co.kr/static/jeju/architecture/yuminart,매주 화요일,09:00-18:00,Y,N,N,N,N
휘닉스파크공연장,전시/공연,강원도,37.58246341,128.326868,1588-2828,phoenixhnr.co.kr/static/pyeongchang/party/facilities/facilities4,정보없음,정보없음,N,N,Y,N,N
휘닉스평창,레저/체육/공원,강원도,37.58246341,128.326868,1577-0069,phoenixhnr.co.kr/page,시설별 상이,시설마다 다르므로 자세한 사항은 홈페이지 참고 요망,Y,Y,Y,Y,Y
휘닉스평창눈썰매파크,레저/체육/공원,강원도,37.58246341,128.326868,1588-2828,phoenixhnr.co.kr/static/pyeongchang/snowpark/sled-info,연중무휴,매일10:00-19:00,Y,Y,Y,Y,Y
휘닉스평창루지랜드,레저/체육/공원,강원도,37.58246341,128.326868,033-330-6232,lugeland.kr/,상시변동,10:00-20:00,Y,Y,Y,Y,Y
휘닉스평창블루캐니언,문화관광/명소,강원도,37.58019696,128.33133,1588-2828,phoenixhnr.co.kr/static/pyeongchang/waterpark/intro,정보없음,정보없음,Y,Y,Y,Y,Y
휘닉스평창태기산CC,레저/체육/공원,강원도,37.58246341,128.326868,1577-0755,phoenixhnr.co.kr/static/pyeongchang/golf/taegisan-intro,상시변동,"일출 및 일몰에 따라 변동, 유선상으로 별도 문의",Y,N,Y,N,N
휘닉스CC,레저/체육/공원,강원도,37.59065916,128.339065,1577-0755,phoenixhnr.co.kr/static/pyeongchang/golf/phoenix-intro,연중무휴,정보없음,Y,N,Y,N,Y
휘바핀란드with플레이정글,문화관광/명소,강원도,37.66694087,127.65931,033-433-0288,정보없음,정보없음,입실 15:00퇴실 11:00,Y,N,N,Y,N
휘슬링락CC,레저/체육/공원,강원도,37.77314147,127.669712,033-269-2101,www.whistlingrockcc.com/,정보없음,정보없음,N,N,Y,N,N
휘슬풋살장,레저/체육/공원,경기도,37.62595788,126.892696,02-355-8846,정보없음,연중무휴,00:00-24:00,N,N,N,N,N
휴랜드,문화관광/명소,전라북도,35.93742225,127.35425,063-432-0150,www.huland.net/,정보없음,정보없음,N,N,N,N,N
휴리치더홈,문화관광/명소,경기도,37.7166199,126.760396,,정보없음,정보없음,정보없음,N,N,N,N,N
휴림원스크린골프연습장,레저/체육/공원,대구광역시,35.85725866,128.463208,053-587-0598,정보없음,연중무휴,06:00-00:00,Y,N,N,N,N
휴맥스아트룸,전시/공연,경기도,37.37846551,127.112806,,정보없음,정보없음,정보없음,N,N,N,N,N
휴먼타운,레저/체육/공원,경기도,37.79651735,127.517943,0505-765-0401,humantown.co.kr/,정보없음,영업시간 입실 15:00퇴실 11:00,Y,N,Y,Y,N
휴베이스볼파크랜드,레저/체육/공원,경상북도,35.92093932,128.85814,,www.gameone.kr/league/intro/ground/?lig_idx=794,연중무휴,대관 스케줄에 따름,Y,N,N,N,N
휴앤트리식물원,문화관광/명소,경기도,37.69119389,126.710358,031-921-2117,정보없음,정보없음,정보없음,N,N,N,N,N
흑갈대,문화관광/명소,경기도,37.87058946,127.331043,,정보없음,정보없음,정보없음,N,N,N,N,N
흑석동산성,문화관광/명소,대전광역시,36.25819976,127.329647,,정보없음,정보없음,정보없음,N,N,N,Y,N
흑석산자연휴양림,문화관광/명소,전라남도,34.67093468,126.616997,061-530-5738,https://tinyurl.com/3xm35dtc,연중무휴,00:00-24:00,N,N,N,N,N
흑석유원지,문화관광/명소,대전광역시,36.2599095,127.339758,,정보없음,연중무휴,상시개방,Y,N,N,Y,N
흑성산성,문화관광/명소,충청남도,36.80141865,127.2079,,정보없음,정보없음,정보없음,N,N,N,Y,N
흑응산성,문화관광/명소,경상북도,36.65953856,128.446006,054-650-6906,https://tinyurl.com/2hh43mr3,연중무휴,상시개방,N,N,N,Y,N
흑응산성참참참유아숲체험원,문화관광/명소,경상북도,36.65797746,128.450572,054-630-4034,정보없음,정보없음,평일 09:00-18:00,N,N,N,N,N
흙굽는마을,전시/공연,대구광역시,35.96844753,128.591245,,www.hukmaeul.com/main.htm,연중무휴,00:00-24:00,N,N,N,N,N
